series_id,country_code,country_name,year,value
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1962,0.679695339525757
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1963,0.660249532632279
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1964,0.622457507235022
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1965,0.868173356789093
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1966,0.74668689330451
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1967,0.69987018607604
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1968,0.803897210305609
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1969,0.572220153984712
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1970,0.838838418951961
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1971,0.498240118435559
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1972,0.735253047700693
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1973,0.640868495624932
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1974,2.21246824583758
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1975,1.03323815298202
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1976,0.414379247544116
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1977,0.304197773681233
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1978,0.435319960896885
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1979,0.489948717788837
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1981,0.521181868702755
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1983,1.13385949921586
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1984,1.5427058392176
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1985,1.99472139689877
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1986,1.19924649395245
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1987,1.63214751971818
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1996,1.16173436574356
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1997,0.959312364842169
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1998,0.900316111865592
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,1999,1.4561648363866
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2000,0.92460762777019
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2001,2.61324367802951
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2002,1.0243405277601
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2003,0.604881560460252
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2006,0.666261096899754
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2007,0.874917620903677
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2008,1.189652093626
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2009,0.961601012575558
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2010,0.784061911347089
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2011,4.21258169948515
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2012,0.758004246894248
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2013,2.80684935168524
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2014,0.676908500889191
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2015,0.770747223739229
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2016,0.818804163613545
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2017,0.908826618636561
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2018,0.791532297747758
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2019,0.757917931706729
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2020,0.822980154224251
TM.VAL.AGRI.ZS.UN,NGA,Nigeria,2021,0.659088514112333
NV.AGR.TOTL.ZS,NGA,Nigeria,1981,12.240409246888
NV.AGR.TOTL.ZS,NGA,Nigeria,1982,13.5026901414336
NV.AGR.TOTL.ZS,NGA,Nigeria,1983,14.9907328930728
NV.AGR.TOTL.ZS,NGA,Nigeria,1984,18.3083606550373
NV.AGR.TOTL.ZS,NGA,Nigeria,1985,18.227639967623
NV.AGR.TOTL.ZS,NGA,Nigeria,1986,18.0204251588741
NV.AGR.TOTL.ZS,NGA,Nigeria,1987,20.5521063242771
NV.AGR.TOTL.ZS,NGA,Nigeria,1988,23.3716488476568
NV.AGR.TOTL.ZS,NGA,Nigeria,1989,21.2755973365002
NV.AGR.TOTL.ZS,NGA,Nigeria,1990,21.5562632771079
NV.AGR.TOTL.ZS,NGA,Nigeria,1991,20.8852831060192
NV.AGR.TOTL.ZS,NGA,Nigeria,1992,20.3211588731035
NV.AGR.TOTL.ZS,NGA,Nigeria,1993,23.4911304788674
NV.AGR.TOTL.ZS,NGA,Nigeria,1994,25.1738487759527
NV.AGR.TOTL.ZS,NGA,Nigeria,1995,25.4865064493222
NV.AGR.TOTL.ZS,NGA,Nigeria,1996,26.1991591974906
NV.AGR.TOTL.ZS,NGA,Nigeria,1997,27.4166511440248
NV.AGR.TOTL.ZS,NGA,Nigeria,1998,27.9083713814094
NV.AGR.TOTL.ZS,NGA,Nigeria,1999,26.0284857101616
NV.AGR.TOTL.ZS,NGA,Nigeria,2000,21.3572412972176
NV.AGR.TOTL.ZS,NGA,Nigeria,2001,24.4753546604632
NV.AGR.TOTL.ZS,NGA,Nigeria,2002,36.9650826655369
NV.AGR.TOTL.ZS,NGA,Nigeria,2003,33.8270605520678
NV.AGR.TOTL.ZS,NGA,Nigeria,2004,27.2304536003492
NV.AGR.TOTL.ZS,NGA,Nigeria,2005,26.0892828253052
NV.AGR.TOTL.ZS,NGA,Nigeria,2006,24.7349912604596
NV.AGR.TOTL.ZS,NGA,Nigeria,2007,24.6625772141572
NV.AGR.TOTL.ZS,NGA,Nigeria,2008,25.2797507791406
NV.AGR.TOTL.ZS,NGA,Nigeria,2009,26.7488545066064
NV.AGR.TOTL.ZS,NGA,Nigeria,2010,23.8937040914541
NV.AGR.TOTL.ZS,NGA,Nigeria,2011,22.2347109927204
NV.AGR.TOTL.ZS,NGA,Nigeria,2012,21.8599586164672
NV.AGR.TOTL.ZS,NGA,Nigeria,2013,20.7586228323417
NV.AGR.TOTL.ZS,NGA,Nigeria,2014,19.9902547675923
NV.AGR.TOTL.ZS,NGA,Nigeria,2015,20.6318934802764
NV.AGR.TOTL.ZS,NGA,Nigeria,2016,20.9831097070839
NV.AGR.TOTL.ZS,NGA,Nigeria,2017,20.8465714308196
NV.AGR.TOTL.ZS,NGA,Nigeria,2018,21.2037737195858
NV.AGR.TOTL.ZS,NGA,Nigeria,2019,21.906295930281
NV.AGR.TOTL.ZS,NGA,Nigeria,2020,24.1433058676092
NV.AGR.TOTL.ZS,NGA,Nigeria,2021,23.3570587623058
NV.AGR.TOTL.CD,NGA,Nigeria,1981,20132438754.4274
NV.AGR.TOTL.CD,NGA,Nigeria,1982,19277704745.2107
NV.AGR.TOTL.CD,NGA,Nigeria,1983,14555238879.5107
NV.AGR.TOTL.CD,NGA,Nigeria,1984,13453781566.2384
NV.AGR.TOTL.CD,NGA,Nigeria,1985,13442122771.8885
NV.AGR.TOTL.CD,NGA,Nigeria,1986,9876247647.02628
NV.AGR.TOTL.CD,NGA,Nigeria,1987,10826036145.1023
NV.AGR.TOTL.CD,NGA,Nigeria,1988,11603666169.5768
NV.AGR.TOTL.CD,NGA,Nigeria,1989,9361914097.1574
NV.AGR.TOTL.CD,NGA,Nigeria,1990,11648098317.6753
NV.AGR.TOTL.CD,NGA,Nigeria,1991,10258523799.2175
NV.AGR.TOTL.CD,NGA,Nigeria,1992,9712482808.0985
NV.AGR.TOTL.CD,NGA,Nigeria,1993,6519306527.59382
NV.AGR.TOTL.CD,NGA,Nigeria,1994,8517079078.04132
NV.AGR.TOTL.CD,NGA,Nigeria,1995,11229983187.8908
NV.AGR.TOTL.CD,NGA,Nigeria,1996,13381434107.5
NV.AGR.TOTL.CD,NGA,Nigeria,1997,14930514695.5879
NV.AGR.TOTL.CD,NGA,Nigeria,1998,15239101110.2273
NV.AGR.TOTL.CD,NGA,Nigeria,1999,15453792216.8639
NV.AGR.TOTL.CD,NGA,Nigeria,2000,14832338596.0099
NV.AGR.TOTL.CD,NGA,Nigeria,2001,17817392968.5967
